1379	body_diff

=== andrewsiemer/2016/01/11/testing-microservices/index.html ===
--- golden (first divergence) ---
GOLD[0]: "<p>This morning I was asked about a super high level talk I gave a while back: <a href=\"http://www.slideshare.net/asiemer/groking-microservices-in-5-minutes-47955679?qid=5b8a83f0-c2fe-444a-bb9e-13625216507d&amp;v=qf1&amp;b=&amp;from_search=1\">Grokking Microservices in 5 Minutes</a>.  Specifically regarding the testing of microservices.  One of the more difficult parts to building tiny things that collectively form big things.</p> <p>The question was around the “shared pool” of tests and how to do that.  There are many ways to implement the shared pool concept.  But first let’s discuss why having a shared pool of tests might be important.</p> <p>If you have gone down the microservices path, or are currently responsible for the appropriate care and feeding of a monolith and are starting to think about carving it up into smaller service pieces – you want to be sure to understand how to test what you are building.  A great image for why this topic is important is this.  The simple act of going from a behemoth app to many small apps can result in a yard littered with smaller piles of behemoth code!</p> <p><a href=\"/content/andrewsiemer/uploads/2016/01/stateless-authentication-for-microservices-12-6381.jpg\"><img class=\"alignnone size-full wp-image-136\" title=\"stateless-authentication-for-microservices-12-638[1]\" src=\"/content/andrewsiemer/uploads/2016/01/stateless-authentication-for-microservices-12-6381.jpg\" alt=\"\" width=\"638\" height=\"479\" /></a></p> <p>To safe guard you from this transition understanding how to maintain services so that they remain non-brittle is important.  Aside from ensuring that your system is built to fail in a manageable and expected way (another discussion) you also need to invest in the flexibility to move fast.  This means testing your boundaries to ensure that breaking changes are caught early.  Microservices allow you to move fast with product iteration in small batches.  But as your service becomes a dependency for another up stream service they will inevitably take a contract dependency that needs to stay strong.</p> <p>There are many ways to ensure that you don’t break contracts – versioning is one.  And that should be in place from day one.  But subtle changes in your underlying systems could potentially have impact on how things are being consumed externally.  The more past versions of your software you need to keep around, the more likely these subtle changes could impact your consumers in ways you haven’t thought of (perhaps you have a bunch of apps using your API for example, and they can’t always keep up with your release schedule, meaning you need to keep older versions around for a while).</p> <p>It becomes important for you to test your assumptions of your services to ensure that your contract does what it says it will do.  This is the first layer of keeping your service reliable for teams that take a dependency on your service.  But you can only guess at how your customers are using your service.  The next level of testing is to allow your consumers to publish tests to you (internal, not your customers or third party developers).  They will write the tests based on how they use your service – not how you envision them to use your service.  These tests can be part of your CI and will alert you to any place (way early) that your internal tweaks have broken an upstream relationship with your consumers.</p> <h2 id=\"how-do-we-support-shared-testing\">How do we support shared testing?</h2> <p>But how?  Unfortunately this is where it heavily depends on the language/framework you have chosen to utilize for your testing and your application.  There are lots of ways to do this, but in my .net world this might look like an integration test project that is versioned along with the service I am building that consumers can commit tests into (via pull request).  The team that builds the service owns the code repository.  The team that is using my service can contribute tests to this particular test project in the code repo of my service.  You might have an IntegrationTests project sitting next to a ConsumerTests project.</p> <p>This model works great for small teams or single teams in that they become the publisher of all tests.  But scales well to multiple teams building/owning their own services as all tests for a given service live local on the dev machine and seamlessly fit into the CI story.  Everyone understands the moving pieces.  And the tests live and are versioned with the service.</p> <p>As your enterprise grows, or you are already not in a .net team, you may pick another framework and test runner to centralize around.  But the concept is the same.  You need a mechanism that watches for commits to your code base that will know how to run your consumer tests.  And a way to allow your consumers to give you tests that represent their usage of your contracts.  This can be done in many clever ways!</p> <h2 id=\"but-what-about-supporting-multiple-versions-of-a-service\">But what about supporting multiple versions of a service?</h2> <p>But what if you need to keep several versions of a given service and it’s API alive for longer periods of time?  This is an even more grey area.  I will speculate from here: if you are living in an infrastructure as code world, part of standing up an environment for a version of your software that is intended to live in prod should have an integration path.  Keeping the shared tests alive for each running prod version is the best way for this as it allows you to iterate on the prod version (so that you can do hot fixes along the way) and still run the appropriate tests.  Again, if the tests live with the code, and you are using a branching model that supports hot fixes separate from new features/versions, this should be easy enough to manage.</p> <h2 id=\"dont-forget-to-test-the-system-as-a-whole\">Don’t forget to test the system as a whole</h2> <p>Once you tackle integration testing the microservice your team is responsible for, and you provide a mechanism for consumers of your service to contribute tests around how they use your service, make sure that you also have tests for how the application as your customer sees it is also tested! (functional tests from the UI back)</p> <p>While it is important to ensure that first level boundaries are tested, it is equally important that you don’t forget about the user and their experience.  A user has an expected experience.  If you are a commerce app this means that a user needs to browse, search, read about, and select products.  Add products to a cart, manipulate the details of a product in the cart, and eventually purchase the product.  Once they have placed an order there may be back office processes that need to occur.  Eventually a customer will get notifications about their order, when items ship, etc.  And there may be support for a customer to complain.</p> <p>All of these things touch the customer and need a story to validate that the experience works as they would expect it.  And if you have a mobile app and a web app then you likely have a few things to test.  The mobile APP UI, the web app UI, and the API that drives each of them.  <a href=\"http://www.slideshare.net/asiemer/making-your-api-behave-like-a-big-boy?qid=c793b9f7-abff-47a9-9254-612d0ecc88d2&amp;v=default&amp;b=&amp;from_search=1\">I covered some strategies for building and maintaining an API</a>.  I have not really covered the UI bits as much (though many other folks have written about that).</p> <p>There are lots of ways to piece together a UI from a microservices collection.  You might treat the UI as something to apply this microservice concept too where each of your application is self contained.  Or you might build a microservice as a feature where the backend and front end code live together which would then become a mash up as a SPA or similar.  Lots of options.  Testing for each of those options might be subtly different.</p> <p>The key here is that you don’t forget that one type of testing likely doesn’t remove the need for another type of testing.</p> <h2 id=\"some-readingexperiences-from-others-wading-into-the-microservices-trend\">Some reading/experiences from others wading into the microservices trend</h2> <p>Most of these articles talk about testing in some form.  However, a lot of people struggle when tackling testing.  In which case, read through the comments.  There is always loads of gold in the comments!</p> <p><a href=\"https://blog.yourkarma.com/building-microservices-at-karma\">https://blog.yourkarma.com/building-microservices-at-karma</a></p> <p><a href=\"https://www.opencredo.com/2014/11/19/7-deadly-sins-of-microservices/\">https://www.opencredo.com/2014/11/19/7-deadly-sins-of-microservices/</a></p> <p><a href=\"http://www.infoq.com/articles/microservices-practical-tips\">http://www.infoq.com/articles/microservices-practical-tips</a></p> <h2 id=\"other-articles-i-stumbled-across-along-the-way\">Other articles I stumbled across along the way</h2> <p><a href=\"https://auth0.com/blog/2015/11/07/introduction-to-microservices-part-4-dependencies/\">Great article on how to think about Microservices</a> (part 4 of a 4 part series).</p> <p><a href=\"https://www.nginx.com/blog/microservices-at-netflix-architectural-best-practices/\">https://www.nginx.com/blog/microservices-at-netflix-architectural-best-practices/</a></p>"
HUGO[0]: "<p>This morning I was asked about a super high level talk I gave a while back: <a href=\"http://www.slideshare.net/asiemer/groking-microservices-in-5-minutes-47955679?qid=5b8a83f0-c2fe-444a-bb9e-13625216507d&amp;v=qf1&amp;b=&amp;from_search=1\">Grokking Microservices in 5 Minutes</a>.  Specifically regarding the testing of microservices.  One of the more difficult parts to building tiny things that collectively form big things.</p> <p>The question was around the “shared pool” of tests and how to do that.  There are many ways to implement the shared pool concept.  But first let’s discuss why having a shared pool of tests might be important.</p> <p>If you have gone down the microservices path, or are currently responsible for the appropriate care and feeding of a monolith and are starting to think about carving it up into smaller service pieces – you want to be sure to understand how to test what you are building.  A great image for why this topic is important is this.  The simple act of going from a behemoth app to many small apps can result in a yard littered with smaller piles of behemoth code!</p> <p><a href=\"/content/andrewsiemer/uploads/2016/01/stateless-authentication-for-microservices-12-6381.jpg\"><img class=\"alignnone size-full wp-image-136\" title=\"stateless-authentication-for-microservices-12-638[1]\" src=\"/content/andrewsiemer/uploads/2016/01/stateless-authentication-for-microservices-12-6381.jpg\" alt=\"\" width=\"638\" height=\"479\" /></a></p> <p>To safe guard you from this transition understanding how to maintain services so that they remain non-brittle is important.  Aside from ensuring that your system is built to fail in a manageable and expected way (another discussion) you also need to invest in the flexibility to move fast.  This means testing your boundaries to ensure that breaking changes are caught early.  Microservices allow you to move fast with product iteration in small batches.  But as your service becomes a dependency for another up stream service they will inevitably take a contract dependency that needs to stay strong.</p> <p>There are many ways to ensure that you don’t break contracts – versioning is one.  And that should be in place from day one.  But subtle changes in your underlying systems could potentially have impact on how things are being consumed externally.  The more past versions of your software you need to keep around, the more likely these subtle changes could impact your consumers in ways you haven’t thought of (perhaps you have a bunch of apps using your API for example, and they can’t always keep up with your release schedule, meaning you need to keep older versions around for a while).</p> <p>It becomes important for you to test your assumptions of your services to ensure that your contract does what it says it will do.  This is the first layer of keeping your service reliable for teams that take a dependency on your service.  But you can only guess at how your customers are using your service.  The next level of testing is to allow your consumers to publish tests to you (internal, not your customers or third party developers).  They will write the tests based on how they use your service – not how you envision them to use your service.  These tests can be part of your CI and will alert you to any place (way early) that your internal tweaks have broken an upstream relationship with your consumers.</p> <h2 id=\"how-do-we-support-shared-testing\">How do we support shared testing?</h2> <p>But how?  Unfortunately this is where it heavily depends on the language/framework you have chosen to utilize for your testing and your application.  There are lots of ways to do this, but in my .net world this might look like an integration test project that is versioned along with the service I am building that consumers can commit tests into (via pull request).  The team that builds the service owns the code repository.  The team that is using my service can contribute tests to this particular test project in the code repo of my service.  You might have an IntegrationTests project sitting next to a ConsumerTests project.</p> <p>This model works great for small teams or single teams in that they become the publisher of all tests.  But scales well to multiple teams building/owning their own services as all tests for a given service live local on the dev machine and seamlessly fit into the CI story.  Everyone understands the moving pieces.  And the tests live and are versioned with the service.</p> <p>As your enterprise grows, or you are already not in a .net team, you may pick another framework and test runner to centralize around.  But the concept is the same.  You need a mechanism that watches for commits to your code base that will know how to run your consumer tests.  And a way to allow your consumers to give you tests that represent their usage of your contracts.  This can be done in many clever ways!</p> <h2 id=\"but-what-about-supporting-multiple-versions-of-a-service\">But what about supporting multiple versions of a service?</h2> <p>But what if you need to keep several versions of a given service and it’s API alive for longer periods of time?  This is an even more grey area.  I will speculate from here: if you are living in an infrastructure as code world, part of standing up an environment for a version of your software that is intended to live in prod should have an integration path.  Keeping the shared tests alive for each running prod version is the best way for this as it allows you to iterate on the prod version (so that you can do hot fixes along the way) and still run the appropriate tests.  Again, if the tests live with the code, and you are using a branching model that supports hot fixes separate from new features/versions, this should be easy enough to manage.</p> <h2 id=\"don8217t-forget-to-test-the-system-as-a-whole\">Don’t forget to test the system as a whole</h2> <p>Once you tackle integration testing the microservice your team is responsible for, and you provide a mechanism for consumers of your service to contribute tests around how they use your service, make sure that you also have tests for how the application as your customer sees it is also tested! (functional tests from the UI back)</p> <p>While it is important to ensure that first level boundaries are tested, it is equally important that you don’t forget about the user and their experience.  A user has an expected experience.  If you are a commerce app this means that a user needs to browse, search, read about, and select products.  Add products to a cart, manipulate the details of a product in the cart, and eventually purchase the product.  Once they have placed an order there may be back office processes that need to occur.  Eventually a customer will get notifications about their order, when items ship, etc.  And there may be support for a customer to complain.</p> <p>All of these things touch the customer and need a story to validate that the experience works as they would expect it.  And if you have a mobile app and a web app then you likely have a few things to test.  The mobile APP UI, the web app UI, and the API that drives each of them.  <a href=\"http://www.slideshare.net/asiemer/making-your-api-behave-like-a-big-boy?qid=c793b9f7-abff-47a9-9254-612d0ecc88d2&amp;v=default&amp;b=&amp;from_search=1\">I covered some strategies for building and maintaining an API</a>.  I have not really covered the UI bits as much (though many other folks have written about that).</p> <p>There are lots of ways to piece together a UI from a microservices collection.  You might treat the UI as something to apply this microservice concept too where each of your application is self contained.  Or you might build a microservice as a feature where the backend and front end code live together which would then become a mash up as a SPA or similar.  Lots of options.  Testing for each of those options might be subtly different.</p> <p>The key here is that you don’t forget that one type of testing likely doesn’t remove the need for another type of testing.</p> <h2 id=\"some-readingexperiences-from-others-wading-into-the-microservices-trend\">Some reading/experiences from others wading into the microservices trend</h2> <p>Most of these articles talk about testing in some form.  However, a lot of people struggle when tackling testing.  In which case, read through the comments.  There is always loads of gold in the comments!</p> <p><a href=\"https://blog.yourkarma.com/building-microservices-at-karma\">https://blog.yourkarma.com/building-microservices-at-karma</a></p> <p><a href=\"https://www.opencredo.com/2014/11/19/7-deadly-sins-of-microservices/\">https://www.opencredo.com/2014/11/19/7-deadly-sins-of-microservices/</a></p> <p><a href=\"http://www.infoq.com/articles/microservices-practical-tips\">http://www.infoq.com/articles/microservices-practical-tips</a></p> <h2 id=\"other-articles-i-stumbled-across-along-the-way\">Other articles I stumbled across along the way</h2> <p><a href=\"https://auth0.com/blog/2015/11/07/introduction-to-microservices-part-4-dependencies/\">Great article on how to think about Microservices</a> (part 4 of a 4 part series).</p> <p><a href=\"https://www.nginx.com/blog/microservices-at-netflix-architectural-best-practices/\">https://www.nginx.com/blog/microservices-at-netflix-architectural-best-practices/</a></p>"

=== andrewsiemer/2016/04/12/are-you-learning-docker-yet/index.html ===
--- golden (first divergence) ---
GOLD[0]: "<p>I went to a docker meetup <del>last week</del> many weeks ago (just now hitting publish).  It was sort of a town hall panel discussion where four guys with loads of docker experience were fielding questions and responding from their experience.  As they were chatting I was jotting down all the different terms I was hearing for the first time or that I have heard but that had been mentioned often enough that I felt I should get to know that tech a little more deeply.  Figured I would share my list from that night.  This is just a brain dump…</p> <p>This post is a collection of “what is it”, “why do I need it”, copied from the sites mentioned.  Consider this a collection of tools you should know about when thinking of entering into the world of docker.</p> <h2 id=\"docker-compose\">Docker Compose</h2> <p style=\"padding-left: 30px;\"> &#8220;Compose is a tool for defining and running multi-container Docker applications.&#8221; </p> <p>Compose is a tool for defining and running multi-container Docker applications. With Compose, you use a Compose file to configure your application’s services. Then, using a single command, you create and start all the services from your configuration.</p> <p>Compose is great for development, testing, and staging environments, as well as CI workflows. You can learn more about each case in <a href=\"https://docs.docker.com/compose/#common-use-cases\">Common Use Cases</a>.</p> <p>Using Compose is basically a three-step process.</p> <ol> <li>Define your app’s environment with a <code class=\"language-plaintext highlighter-rouge\">Dockerfile</code> so it can be reproduced anywhere.</li> <li>Define the services that make up your app in <code class=\"language-plaintext highlighter-rouge\">docker-compose.yml</code> so they can be run together in an isolated environment.</li> <li>Lastly, run <code class=\"language-plaintext highlighter-rouge\">docker-compose up</code> and Compose will start and run your entire app.</li> </ol> <p>For more information about the Compose file, see the <a href=\"https://docs.docker.com/compose/compose-file/\">Compose file reference</a></p> <p>Compose has commands for managing the whole lifecycle of your application:</p> <ul> <li>Start, stop and rebuild services</li> <li>View the status of running services</li> <li>Stream the log output of running services</li> <li>Run a one-off command on a service</li> </ul> <h2 id=\"apache-mesos\">Apache Mesos</h2> <p style=\"padding-left: 30px;\"> &#8220;Program against your datacenter like it&#8217;s a single pool of resources&#8221; </p> <p><a href=\"http://mesos.apache.org/\">Apache Mesos</a> abstracts CPU, memory, storage, and other compute resources away from machines (physical or virtual), enabling fault-tolerant and elastic distributed systems to easily be built and run effectively.</p> <p>Mesos is built using the same principles as the Linux kernel, only at a different level of abstraction. The Mesos kernel runs on every machine and provides applications (e.g., Hadoop, Spark, Kafka, Elastic Search) with API’s for resource management and scheduling across entire datacenter and cloud environments.</p> <ul> <li>Scalability to 10,000s of nodes</li> <li>Fault-tolerant replicated master and slaves using ZooKeeper</li> <li>Support for Docker containers</li> <li>Native isolation between tasks with Linux Containers</li> <li>Multi-resource scheduling (memory, CPU, disk, and ports)</li> <li>Java, Python and C++ APIs for developing new parallel applications</li> <li>Web UI for viewing cluster state</li> </ul> <h2 id=\"set-up-mesos-with-compose\">Set up Mesos with Compose</h2> <p><a href=\"https://dzone.com/articles/1-command-to-mesos-with-docker-compose\">As it turns out you can easily set up Mesos using Compose.</a></p> <h2 id=\"docker-swarm\">Docker Swarm</h2> <p style=\"padding-left: 30px;\"> &#8220;Docker Swarm is native clustering for Docker.&#8221; </p> <p>Docker Swarm is native clustering for Docker. It turns a pool of Docker hosts into a single, virtual Docker host. Because Docker Swarm serves the standard Docker API, any tool that already communicates with a Docker daemon can use Swarm to transparently scale to multiple hosts. Supported tools include, but are not limited to, the following:</p> <ul> <li>Dokku</li> <li>Docker Compose</li> <li>Krane</li> <li>Jenkins</li> </ul> <p>And of course, the Docker client itself is also supported.</p> <p>Like other Docker projects, Docker Swarm follows the “swap, plug, and play” principle. As initial development settles, an API will develop to enable pluggable backends. This means you can swap out the scheduling backend Docker Swarm uses out-of-the-box with a backend you prefer. Swarm’s swappable design provides a smooth out-of-box experience for most use cases, and allows large-scale production deployments to swap for more powerful backends, like Mesos.</p> <h2 id=\"kubernetes-by-google\">Kubernetes by Google</h2> <p style=\"padding-left: 30px;\"> &#8220;Kubernetes is an open-source platform for automating deployment, scaling, and operations of application containers across clusters of hosts.&#8221; </p> <p>With <a href=\"http://kubernetes.io/\">Kubernetes</a>, you are able to quickly and efficiently respond to customer demand:</p> <ul> <li>Scale your applications on the fly.</li> <li>Seamlessly roll out new features.</li> <li>Optimize use of your hardware by using only the resources you need.</li> </ul> <p>Our goal is to foster an ecosystem of components and tools that relieve the burden of running applications in public and private clouds.</p> <h2 id=\"ansible\">Ansible</h2> <p style=\"padding-left: 30px;\"> &#8220;Ansible is a radically simple IT automation engine that automates cloud provisioning, configuration management, application deployment, intra-service orchestration, and many other IT needs.&#8221; </p> <p>Being designed for multi-tier deployments since day one, <a href=\"http://www.ansible.com/\">Ansible</a> models your IT infrastructure by describing how all of your systems inter-relate, rather than just managing one system at a time.</p> <p>It uses no agents and no additional custom security infrastructure, so it’s easy to deploy – and most importantly, it uses a very simple language (YAML, in the form of Ansible Playbooks) that allow you to describe your automation jobs in a way that approaches plain English.</p> <h2 id=\"etcd\">etcd</h2> <p style=\"padding-left: 30px;\"> &#8220;etcd is a distributed key value store that provides a reliable way to store data across a cluster of machines.&#8221; </p> <p><a href=\"https://coreos.com/etcd/\">etcd</a> is a distributed key value store that provides a reliable way to store data across a cluster of machines. It’s open-source and available on GitHub. etcd gracefully handles master elections during network partitions and will tolerate machine failure, including the master.</p> <p>Your applications can read and write data into etcd. A simple use-case is to store database connection details or feature flags in etcd as key value pairs. These values can be watched, allowing your app to reconfigure itself when they change.</p> <p>Advanced uses take advantage of the consistency guarantees to implement database master elections or do distributed locking across a cluster of workers.</p> <h2 id=\"consul\">Consul</h2> <p style=\"padding-left: 30px;\"> &#8220;Consul has multiple components, but as a whole, it is a tool for discovering and configuring services in your infrastructure.&#8221; </p> <p><a href=\"https://www.consul.io/\">Consul</a> has multiple components, but as a whole, it is a tool for discovering and configuring services in your infrastructure. It provides several key features:</p> <ul> <li>Service Discovery: Clients of Consul can <em>provide</em> a service, such as <a name=\"api\"></a><a href=\"https://www.consul.io/intro/index.html#api\"><code class=\"language-plaintext highlighter-rouge\">api</code></a> or<code class=\"language-plaintext highlighter-rouge\">mysql</code>, and other clients can use Consul to <em>discover</em> providers of a given service. Using either DNS or HTTP, applications can easily find the services they depend upon.</li> <li>Health Checking: Consul clients can provide any number of health checks, either associated with a given service (“is the webserver returning 200 OK”), or with the local node (“is memory utilization below 90%”). This information can be used by an operator to monitor cluster health, and it is used by the service discovery components to route traffic away from unhealthy hosts.</li> <li>Key/Value Store: Applications can make use of Consul’s hierarchical key/value store for any number of purposes, including dynamic configuration, feature flagging, coordination, leader election, and more. The simple HTTP API makes it easy to use.</li> <li>Multi Datacenter: Consul supports multiple datacenters out of the box. This means users of Consul do not have to worry about building additional layers of abstraction to grow to multiple regions.</li> </ul> <p>Consul is designed to be friendly to both the DevOps community and application developers, making it perfect for modern, elastic infrastructures.</p> <h2 id=\"terraform\"> TerraForm</h2> <h2 id=\"orchestrating-docker-with-consul-and-terraform\">Orchestrating Docker with Consul and Terraform</h2> <p>Poking around TerraForm and Docker <a href=\"http://www.slideshare.net/Docker/orchestrating-docker-with-terraform-and-consul-by-mitchell-hashimoto\">I found this slideshare</a>.</p>"
HUGO[0]: "<p>I went to a docker meetup <del>last week</del> many weeks ago (just now hitting publish).  It was sort of a town hall panel discussion where four guys with loads of docker experience were fielding questions and responding from their experience.  As they were chatting I was jotting down all the different terms I was hearing for the first time or that I have heard but that had been mentioned often enough that I felt I should get to know that tech a little more deeply.  Figured I would share my list from that night.  This is just a brain dump…</p> <p>This post is a collection of “what is it”, “why do I need it”, copied from the sites mentioned.  Consider this a collection of tools you should know about when thinking of entering into the world of docker.</p> <h2 id=\"docker-compose\">Docker Compose</h2> <p style=\"padding-left: 30px;\"> &#8220;Compose is a tool for defining and running multi-container Docker applications.&#8221; </p> <p>Compose is a tool for defining and running multi-container Docker applications. With Compose, you use a Compose file to configure your application’s services. Then, using a single command, you create and start all the services from your configuration.</p> <p>Compose is great for development, testing, and staging environments, as well as CI workflows. You can learn more about each case in <a href=\"https://docs.docker.com/compose/#common-use-cases\">Common Use Cases</a>.</p> <p>Using Compose is basically a three-step process.</p> <ol> <li>Define your app’s environment with a <code>Dockerfile</code> so it can be reproduced anywhere.</li> <li>Define the services that make up your app in <code>docker-compose.yml</code> so they can be run together in an isolated environment.</li> <li>Lastly, run <code>docker-compose up</code> and Compose will start and run your entire app.</li> </ol> <p>For more information about the Compose file, see the <a href=\"https://docs.docker.com/compose/compose-file/\">Compose file reference</a></p> <p>Compose has commands for managing the whole lifecycle of your application:</p> <ul> <li>Start, stop and rebuild services</li> <li>View the status of running services</li> <li>Stream the log output of running services</li> <li>Run a one-off command on a service</li> </ul> <h2 id=\"apache-mesos\">Apache Mesos</h2> <p style=\"padding-left: 30px;\"> &#8220;Program against your datacenter like it&#8217;s a single pool of resources&#8221; </p> <p><a href=\"http://mesos.apache.org/\">Apache Mesos</a> abstracts CPU, memory, storage, and other compute resources away from machines (physical or virtual), enabling fault-tolerant and elastic distributed systems to easily be built and run effectively.</p> <p>Mesos is built using the same principles as the Linux kernel, only at a different level of abstraction. The Mesos kernel runs on every machine and provides applications (e.g., Hadoop, Spark, Kafka, Elastic Search) with API’s for resource management and scheduling across entire datacenter and cloud environments.</p> <ul> <li>Scalability to 10,000s of nodes</li> <li>Fault-tolerant replicated master and slaves using ZooKeeper</li> <li>Support for Docker containers</li> <li>Native isolation between tasks with Linux Containers</li> <li>Multi-resource scheduling (memory, CPU, disk, and ports)</li> <li>Java, Python and C++ APIs for developing new parallel applications</li> <li>Web UI for viewing cluster state</li> </ul> <h2 id=\"set-up-mesos-with-compose\">Set up Mesos with Compose</h2> <p><a href=\"https://dzone.com/articles/1-command-to-mesos-with-docker-compose\">As it turns out you can easily set up Mesos using Compose.</a></p> <h2 id=\"docker-swarm\">Docker Swarm</h2> <p style=\"padding-left: 30px;\"> &#8220;Docker Swarm is native clustering for Docker.&#8221; </p> <p>Docker Swarm is native clustering for Docker. It turns a pool of Docker hosts into a single, virtual Docker host. Because Docker Swarm serves the standard Docker API, any tool that already communicates with a Docker daemon can use Swarm to transparently scale to multiple hosts. Supported tools include, but are not limited to, the following:</p> <ul> <li>Dokku</li> <li>Docker Compose</li> <li>Krane</li> <li>Jenkins</li> </ul> <p>And of course, the Docker client itself is also supported.</p> <p>Like other Docker projects, Docker Swarm follows the “swap, plug, and play” principle. As initial development settles, an API will develop to enable pluggable backends. This means you can swap out the scheduling backend Docker Swarm uses out-of-the-box with a backend you prefer. Swarm’s swappable design provides a smooth out-of-box experience for most use cases, and allows large-scale production deployments to swap for more powerful backends, like Mesos.</p> <h2 id=\"kubernetes-by-google\">Kubernetes by Google</h2> <p style=\"padding-left: 30px;\"> &#8220;Kubernetes is an open-source platform for automating deployment, scaling, and operations of application containers across clusters of hosts.&#8221; </p> <p>With <a href=\"http://kubernetes.io/\">Kubernetes</a>, you are able to quickly and efficiently respond to customer demand:</p> <ul> <li>Scale your applications on the fly.</li> <li>Seamlessly roll out new features.</li> <li>Optimize use of your hardware by using only the resources you need.</li> </ul> <p>Our goal is to foster an ecosystem of components and tools that relieve the burden of running applications in public and private clouds.</p> <h2 id=\"ansible\">Ansible</h2> <p style=\"padding-left: 30px;\"> &#8220;Ansible is a radically simple IT automation engine that automates cloud provisioning, configuration management, application deployment, intra-service orchestration, and many other IT needs.&#8221; </p> <p>Being designed for multi-tier deployments since day one, <a href=\"http://www.ansible.com/\">Ansible</a> models your IT infrastructure by describing how all of your systems inter-relate, rather than just managing one system at a time.</p> <p>It uses no agents and no additional custom security infrastructure, so it’s easy to deploy – and most importantly, it uses a very simple language (YAML, in the form of Ansible Playbooks) that allow you to describe your automation jobs in a way that approaches plain English.</p> <h2 id=\"etcd\">etcd</h2> <p style=\"padding-left: 30px;\"> &#8220;etcd is a distributed key value store that provides a reliable way to store data across a cluster of machines.&#8221; </p> <p><a href=\"https://coreos.com/etcd/\">etcd</a> is a distributed key value store that provides a reliable way to store data across a cluster of machines. It’s open-source and available on GitHub. etcd gracefully handles master elections during network partitions and will tolerate machine failure, including the master.</p> <p>Your applications can read and write data into etcd. A simple use-case is to store database connection details or feature flags in etcd as key value pairs. These values can be watched, allowing your app to reconfigure itself when they change.</p> <p>Advanced uses take advantage of the consistency guarantees to implement database master elections or do distributed locking across a cluster of workers.</p> <h2 id=\"consul\">Consul</h2> <p style=\"padding-left: 30px;\"> &#8220;Consul has multiple components, but as a whole, it is a tool for discovering and configuring services in your infrastructure.&#8221; </p> <p><a href=\"https://www.consul.io/\">Consul</a> has multiple components, but as a whole, it is a tool for discovering and configuring services in your infrastructure. It provides several key features:</p> <ul> <li>Service Discovery: Clients of Consul can <em>provide</em> a service, such as <a name=\"api\"></a><a href=\"https://www.consul.io/intro/index.html#api\"><code>api</code></a> or<code>mysql</code>, and other clients can use Consul to <em>discover</em> providers of a given service. Using either DNS or HTTP, applications can easily find the services they depend upon.</li> <li>Health Checking: Consul clients can provide any number of health checks, either associated with a given service (“is the webserver returning 200 OK”), or with the local node (“is memory utilization below 90%”). This information can be used by an operator to monitor cluster health, and it is used by the service discovery components to route traffic away from unhealthy hosts.</li> <li>Key/Value Store: Applications can make use of Consul’s hierarchical key/value store for any number of purposes, including dynamic configuration, feature flagging, coordination, leader election, and more. The simple HTTP API makes it easy to use.</li> <li>Multi Datacenter: Consul supports multiple datacenters out of the box. This means users of Consul do not have to worry about building additional layers of abstraction to grow to multiple regions.</li> </ul> <p>Consul is designed to be friendly to both the DevOps community and application developers, making it perfect for modern, elastic infrastructures.</p> <h2 id=\"terraform\"> TerraForm</h2> <h2 id=\"orchestrating-docker-with-consul-and-terraform\">Orchestrating Docker with Consul and Terraform</h2> <p>Poking around TerraForm and Docker <a href=\"http://www.slideshare.net/Docker/orchestrating-docker-with-terraform-and-consul-by-mitchell-hashimoto\">I found this slideshare</a>.</p>"

=== bradcarleton/2014/02/18/taming-callback-hell-in-node-js/index.html ===
--- golden (first divergence) ---
GOLD[40]: "<p dir=\"ltr\"> What did we just do? </p> <p>The <strong>async.series</strong> function can take either an array or an object.  The nice thing about handing it an object is that it gives you the opportunity to do some lightweight documentation of the steps by giving the keys of the objects names, like <strong>getUser</strong>, <strong>updateAccount</strong>, and <strong>postToServer</strong>.</p> <p>Also, notice how we solved another problem, which is sharing state between the various steps by using a variable called “context” that we defined in an outer scope.</p> <p>One cool thing about Node.js that async shows off quite nicely is that we can easily change these steps to occur in parallel using the same coding paradigm.  Just change from async.series to <a title=\"async parallel\" href=\"https://github.com/caolan/async#paralleltasks-callback\" target=\"_blank\">async.parallel</a>.</p> <p>The asynchronous archtiecture of Node.js can help make applications more scalable and performant, but sometimes you have to do a little extra to keep things manageable from a coding perspective.</p> <link rel=\"stylesheet\" href=\"//static.techpines.com/rainbow.css\" /> <p>&lt;/link&gt;</p>"
HUGO[40]: "<p dir=\"ltr\"> What did we just do? </p> <p>The <strong>async.series</strong> function can take either an array or an object.  The nice thing about handing it an object is that it gives you the opportunity to do some lightweight documentation of the steps by giving the keys of the objects names, like <strong>getUser</strong>, <strong>updateAccount</strong>, and <strong>postToServer</strong>.</p> <p>Also, notice how we solved another problem, which is sharing state between the various steps by using a variable called “context” that we defined in an outer scope.</p> <p>One cool thing about Node.js that async shows off quite nicely is that we can easily change these steps to occur in parallel using the same coding paradigm.  Just change from async.series to <a title=\"async parallel\" href=\"https://github.com/caolan/async#paralleltasks-callback\" target=\"_blank\">async.parallel</a>.</p> <p>The asynchronous archtiecture of Node.js can help make applications more scalable and performant, but sometimes you have to do a little extra to keep things manageable from a coding perspective.</p> <link rel=\"stylesheet\" href=\"//static.techpines.com/rainbow.css\" /> </link>"
